3.450984e+01	9.997954e-01	-7.255060e+00
3.381357e+01	9.997965e-01	-6.700023e+00
3.313095e+01	9.997975e-01	-6.084513e+00
3.246172e+01	9.997985e-01	-5.515983e+00
3.180561e+01	9.997995e-01	-4.997662e+00
3.116236e+01	9.998005e-01	-4.525491e+00
3.053173e+01	9.998015e-01	-4.095268e+00
2.991346e+01	9.998024e-01	-3.704153e+00
2.930731e+01	9.998034e-01	-3.349303e+00
2.871305e+01	9.998043e-01	-3.024940e+00
2.813044e+01	9.998052e-01	-2.692988e+00
2.755926e+01	9.998061e-01	-2.387946e+00
2.699928e+01	9.998070e-01	-2.119328e+00
2.645027e+01	9.998079e-01	-1.885070e+00
2.591203e+01	9.998087e-01	-1.684299e+00
2.538434e+01	9.998096e-01	-1.518029e+00
2.486700e+01	9.998104e-01	-1.389618e+00
2.435981e+01	9.998112e-01	-1.305379e+00
2.386255e+01	9.998120e-01	-1.273653e+00
2.337505e+01	9.998128e-01	-1.321859e+00
2.289711e+01	9.998136e-01	-1.486640e+00
2.242854e+01	9.998143e-01	-1.816192e+00
2.196916e+01	9.998149e-01	-2.387688e+00
2.151878e+01	9.998155e-01	-3.294796e+00
2.107724e+01	9.998161e-01	-4.651415e+00
2.064435e+01	9.998164e-01	-6.623662e+00
2.021996e+01	9.998167e-01	-9.402118e+00
1.980388e+01	9.998167e-01	-1.321081e+01
1.939596e+01	9.998164e-01	-1.826426e+01
1.899604e+01	9.998155e-01	-2.474520e+01
1.860396e+01	9.998141e-01	-3.301089e+01
1.821957e+01	9.998118e-01	-4.273989e+01
1.784272e+01	9.998083e-01	-5.397584e+01
1.747325e+01	9.989808e-01	-6.586277e+01
1.711103e+01	9.987029e-01	-7.817015e+01
1.675591e+01	9.983454e-01	-8.961984e+01
1.640776e+01	9.978895e-01	-9.928414e+01
1.606643e+01	9.973050e-01	-1.062090e+02
1.573180e+01	9.965642e-01	-1.094041e+02
1.540372e+01	9.956483e-01	-1.081186e+02
1.508208e+01	9.945225e-01	-1.024897e+02
1.476675e+01	9.931515e-01	-9.299255e+01
1.445759e+01	9.914775e-01	-8.052513e+01
1.415450e+01	9.894715e-01	-6.631048e+01
1.385736e+01	9.870514e-01	-5.156867e+01
1.356604e+01	9.841750e-01	-3.740152e+01
1.328043e+01	9.807518e-01	-2.453166e+01
1.300042e+01	9.767037e-01	-1.343652e+01
1.272590e+01	9.719821e-01	-4.266491e+00
1.245677e+01	9.664716e-01	3.046382e+00
1.219291e+01	9.601331e-01	8.699554e+00
1.193422e+01	9.528003e-01	1.295055e+01
1.168061e+01	9.444142e-01	1.604669e+01
1.143197e+01	9.348444e-01	1.821467e+01
1.118821e+01	9.240196e-01	1.965629e+01
1.094923e+01	9.118169e-01	2.052772e+01
1.071493e+01	8.981075e-01	2.095187e+01
1.048522e+01	8.827386e-01	2.102393e+01
1.026002e+01	8.656973e-01	2.082103e+01
1.003924e+01	8.467636e-01	2.039515e+01
9.822783e+00	8.259364e-01	1.979774e+01
9.610571e+00	8.030363e-01	1.905838e+01
9.402521e+00	7.779284e-01	1.820587e+01
9.198550e+00	7.504392e-01	1.725762e+01
8.998579e+00	7.204424e-01	1.623289e+01
8.802528e+00	6.876443e-01	1.513914e+01
8.610322e+00	6.519883e-01	1.399151e+01
8.421885e+00	6.131262e-01	1.279609e+01
8.237142e+00	5.710483e-01	1.156417e+01
8.056022e+00	5.256161e-01	1.030668e+01
7.878453e+00	4.765752e-01	9.029148e+00
7.704366e+00	4.240415e-01	7.744806e+00
7.533692e+00	3.673792e-01	6.454225e+00
7.366365e+00	3.069047e-01	5.174811e+00
7.202319e+00	2.430151e-01	3.923748e+00
7.041489e+00	1.798362e-01	2.775050e+00
6.883813e+00	1.234492e-01	1.815980e+00
6.729228e+00	7.582834e-02	1.059705e+00
6.577675e+00	4.014273e-02	5.315825e-01
6.429094e+00	1.930593e-02	2.417395e-01
6.283425e+00	7.960962e-03	9.398227e-02
6.140613e+00	2.870488e-03	3.209706e-02
6.000601e+00	8.172374e-04	8.438572e-03
