0.1	25.0683618147
0.110882524038	21.2319731852
0.122949341369	20.1090088586
0.136329332998	20.8437191366
0.151165405432	23.1415439855
0.167616017014	26.9333487692
0.185856870357	32.1601167237
0.206082788949	38.6769227385
0.228509797994	46.6538827059
0.253377431689	56.6738156892
0.280951291598	69.6984507363
0.31152588344	86.8353198339
0.345427762589	109.749590647
0.383019021885	138.831673219
0.42470115901	179.303790366
0.470919364727	232.666071192
0.522167277791	307.066987184
0.578992257313	408.477779631
0.642001228891	548.224206172
0.711867166947	739.920780358
0.789336282506	1002.34716464
0.875235993187	1360.50387301
0.970483760531	1847.37600791
1.07609688905	2509.09109167
1.19320339167	3410.15830347
1.32305403759	4640.58020448
1.46703571126	6395.21056114
1.62668622517	9055.11378126
1.80371074465	13364.7595901
2.0	20860.6694948
