0.0837758	6.605708	5.810081	5.316347	4.784062	3.809647	3.305245
0.1273526	11.61748	9.655259	8.702935	7.8614	5.938498	5.130566
0.1908336	30.97277	25.36044	22.53387	20.28102	15.63879	13.74723
0.2592677	46.48557	39.16388	35.10492	31.65317	24.44237	21.47504
0.3387932	46.99706	39.02655	35.20747	32.10251	24.9613	21.85218
0.4490356	60.41744	50.381	45.27429	40.93404	32.99892	29.0948
0.6050619	79.16759	64.72625	57.9273	52.39786	43.15818	41.16989
0.8148669	88.02212	72.76955	65.45884	61.44903	55.23076	54.40102
1.099911	93.52374	79.69457	74.52483	72.16525	70.9653	72.52317
1.486992	94.74277	88.35167	88.16407	88.28419	88.30838	90.36131
1.998654	102.071	104.0379	108.4326	112.3834	117.8779	123.0001
2.58112	96.41261	97.99452	101.6704	107.5876	125.0472	141.4477
3.209803	89.7496	92.8945	96.95434	105.5923	140.4974	181.9249
