0.0837758	12.45175	10.03066	8.898473	7.932195	5.957183	5.058958
0.1273526	30.09315	24.96192	22.48146	20.25372	15.65793	13.28802
0.1908336	22.37183	18.63459	16.8836	15.12947	11.77593	10.48427
0.2592677	36.36087	30.08448	26.94332	24.25994	17.99885	15.07599
0.3387932	56.72584	46.09349	41.63787	37.14169	28.27322	25.1175
0.4490356	65.35619	53.18361	48.10367	42.92111	32.99765	29.17088
0.6050619	77.57222	62.95394	56.92326	50.94596	41.415	38.38548
0.8148669	87.74544	72.2676	65.47348	60.45225	54.14345	53.8611
1.099911	96.2224	81.0611	74.38803	69.96611	68.97081	70.66985
1.486992	96.50965	86.97719	85.04316	84.13923	88.82788	90.12195
1.998654	102.4856	102.211	104.9721	107.7832	113.6762	118.47
2.58112	98.62298	98.08367	99.46923	100.9619	113.0215	124.9783
3.209803	100.3178	92.87196	89.85225	100.8103	111.0612	154.5611
