0.0837758	12.38614	9.876961	8.655179	7.655095	5.816716	4.95492
0.1273526	25.03829	21.09937	19.03482	17.13874	13.37458	11.65884
0.1908336	27.91856	23.81743	21.49616	19.54747	15.35909	13.37731
0.2592677	30.98297	25.21691	22.56856	20.74847	16.00975	13.47579
0.3387932	52.20761	43.44378	38.48905	34.52335	26.59441	23.2245
0.4490356	61.35422	50.2969	44.9539	40.08235	32.19541	28.87369
0.6050619	77.19247	63.28154	56.95902	51.62154	41.65026	39.45691
0.8148669	91.7006	73.94161	66.72777	60.94835	51.70009	51.67601
1.099911	92.89912	77.78556	73.17986	69.61329	66.69168	67.90735
1.486992	95.54291	86.50529	84.78445	85.54642	88.93041	90.28706
1.998654	101.8271	105.2583	106.1638	106.902	112.9868	116.3711
2.58112	99.74075	99.49989	98.42384	100.0883	109.2649	121.4769
3.209803	98.82145	99.60535	97.50317	89.55593	120.4431	129.3347
