0.0837758	8.899385	7.311	6.521915	5.917805	4.526118	3.812564
0.1273526	11.45584	9.626097	8.617913	7.706159	5.903443	5.113214
0.1908336	31.70316	26.82321	24.23082	21.81374	16.75817	14.27819
0.2592677	43.07549	36.33137	32.69585	29.75931	23.42647	20.62314
0.3387932	44.40532	36.85432	32.59662	28.83615	22.42889	19.30475
0.4490356	62.48795	50.85918	45.74176	41.68686	32.94738	28.32602
0.6050619	76.28514	62.27311	56.47213	51.3422	43.55233	40.22215
0.8148669	87.862	72.80568	65.41549	59.67686	52.30112	52.17987
1.099911	91.25515	79.0408	73.9659	71.36105	68.87172	67.8767
1.486992	93.7404	86.67711	84.86464	85.30179	89.525	90.12868
1.998654	104.1861	104.38	107.8256	110.3865	117.5235	121.7428
2.58112	100.2809	100.7147	102.0686	106.5698	125.9801	139.5505
3.209803	99.48015	91.07495	100.3383	104.5627	154.2016	164.7511
