0.0837758	7.370828	5.959184	5.341881	4.767197	3.565043	3.061573
0.1273526	13.90373	11.66178	10.49564	9.468968	7.319813	6.261574
0.1908336	17.47373	14.69934	13.27525	11.96257	9.335204	8.329792
0.2592677	52.2798	43.60985	39.32921	35.33304	26.84998	23.47139
0.3387932	48.44643	40.43729	36.21604	32.87936	25.59978	22.22954
0.4490356	69.60579	57.59142	51.87016	47.4299	38.3798	35.07411
0.6050619	77.17559	63.04568	56.23966	51.29212	42.50377	39.39677
0.8148669	88.43343	73.11124	66.1971	60.84663	53.99103	53.29138
1.099911	95.67812	80.09674	74.93174	72.90291	72.38842	72.6046
1.486992	97.29861	88.70688	86.56009	87.64359	92.23275	92.8677
1.998654	103.5253	103.4129	107.7287	109.8527	117.751	123.8391
2.58112	98.17863	101.0486	106.0738	110.5971	127.6762	146.0575
3.209803	96.00888	95.13857	98.0633	110.104	140.7131	184.7395
