0.0837758	16.55289	13.67926	12.2072	10.98523	8.491389	7.350405
0.1273526	19.85357	16.7309	15.14694	13.67019	10.43327	8.944943
0.1908336	36.31294	30.45745	27.28827	24.6551	18.8988	15.83186
0.2592677	30.59356	25.0572	22.15497	19.64802	14.68453	12.39136
0.3387932	55.02774	45.79466	40.84386	37.31729	29.30101	25.91185
0.4490356	64.52329	52.29656	46.98179	43.00576	33.73787	29.22752
0.6050619	81.50338	67.79424	59.88367	54.09942	43.33905	40.115
0.8148669	87.23443	69.92554	63.63097	59.14024	52.6247	52.95346
1.099911	94.71374	77.70022	72.23748	69.60992	68.42564	70.54037
1.486992	95.23461	85.23345	83.92782	83.74771	91.25259	91.37088
1.998654	103.3993	102.9153	104.2303	108.0117	114.1673	117.2144
2.58112	98.21093	95.56779	94.29245	96.27365	107.6986	117.6306
3.209803	91.88049	88.65782	85.31155	85.47326	109.6752	128.588
