0.0837758	4.143831	4.125226	3.969043	3.532601	2.654999	2.222321
0.1273526	4.856521	5.285111	5.160356	4.660167	3.627931	3.008406
0.1908336	19.31946	20.87518	20.29889	18.26762	14.00012	12.3356
0.2592677	37.79361	38.20896	36.88947	32.96364	25.00386	22.03053
0.3387932	41.76414	43.8162	42.72071	38.21027	29.46291	26.05489
0.4490356	45.69276	47.69491	46.38023	41.63332	33.53638	29.33965
0.6050619	56.12503	56.71503	56.00886	50.36843	42.88763	39.54879
0.8148669	60.52765	63.19009	63.17601	58.54817	53.83031	52.93837
1.099911	69.71337	74.20669	76.23651	73.43956	72.94271	72.67231
1.486992	71.55791	80.54416	88.65158	90.68474	91.94412	91.35336
1.998654	82.73436	98.30248	112.0383	114.1144	120.9074	122.7469
2.58112	85.40712	95.42653	108.0689	114.7776	134.1155	148.5669
3.209803	94.68347	98.68253	114.9771	128.8003	168.5343	196.9038
