0.0837758	10.719	8.718605	7.797741	6.970199	5.334451	4.552648
0.1273526	16.3407	13.47085	12.02762	10.78366	8.335219	7.118387
0.1908336	26.66518	22.1326	19.88571	17.85522	13.72944	11.97301
0.2592677	35.40253	29.03361	26.15092	23.48271	18.02733	15.66295
0.3387932	44.40117	37.17677	33.49096	29.96601	22.85357	20.00016
0.4490356	57.16249	47.42346	42.64348	38.44362	29.49653	25.8031
0.6050619	72.38173	59.64101	53.88602	48.95276	40.84298	38.57323
0.8148669	86.7494	71.16593	65.05697	60.13621	54.12378	52.23648
1.099911	91.24494	77.13998	72.92794	70.79861	71.00558	72.10094
1.486992	92.41065	85.97423	85.1802	86.42854	88.94729	90.47109
1.998654	99.04719	101.2077	106.3718	108.9904	114.3917	119.83
2.58112	95.92313	97.82592	99.60742	104.3306	120.0811	135.6899
3.209803	97.34213	92.2971	95.91943	106.3857	131.1615	160.7326
