0.0837758	15.20811	12.4387	10.99429	9.663625	7.208133	6.046437
0.1273526	8.608655	7.082172	6.455593	5.774354	4.380527	3.713857
0.1908336	30.43343	25.23427	22.55161	20.35602	15.74049	13.74651
0.2592677	33.52792	27.54314	24.20494	21.81458	16.48534	14.25794
0.3387932	49.51037	41.32395	37.05803	32.993	24.80108	21.69473
0.4490356	58.34164	48.58021	43.85725	38.80893	30.7646	27.76407
0.6050619	72.35761	60.42071	54.32649	49.38802	41.15666	39.68655
0.8148669	85.85393	70.63368	64.2819	58.98897	52.45243	51.61834
1.099911	92.26182	78.0084	73.0174	71.07321	67.06609	67.13491
1.486992	91.91964	85.06416	84.17741	84.75607	88.60182	87.94458
1.998654	102.7499	103.7291	105.4893	109.593	114.1899	115.3141
2.58112	99.42475	98.9205	100.5397	101.391	114.9082	126.6753
3.209803	99.69939	92.71704	94.4818	96.54428	131.7867	135.9048
