0.0837758	7.239411	5.93154	5.387905	4.830348	3.678813	3.185722
0.1273526	14.05151	11.96741	10.71322	9.734265	7.467214	6.396902
0.1908336	29.61126	24.65639	22.22058	20.01793	15.52251	13.11105
0.2592677	32.60251	27.71554	25.18931	22.79045	17.33268	14.77527
0.3387932	50.66243	42.41743	38.56686	34.73575	27.97474	24.83233
0.4490356	58.64612	47.42999	43.1204	38.89595	30.71272	27.28818
0.6050619	70.33392	58.31292	52.52071	47.76788	40.10515	38.25293
0.8148669	85.48723	70.48983	63.55898	58.76568	52.65421	52.17588
1.099911	90.28242	77.01531	71.79112	67.93362	67.80188	68.20918
1.486992	96.60735	88.31861	86.61888	87.4672	92.31299	93.10899
1.998654	100.7952	104.2804	106.9572	109.13	118.2829	121.1501
2.58112	98.66008	102.1303	103.8368	106.8626	122.3877	134.2269
3.209803	98.04665	100.1346	102.8118	113.2994	138.9486	176.1534
