0.0837758	3.392326	2.766652	2.472287	2.190661	1.696331	1.418373
0.1273526	20.4334	16.93114	15.30719	13.74729	10.48833	9.009093
0.1908336	25.18136	21.05437	19.06323	17.12426	13.22925	11.37281
0.2592677	31.60346	26.62132	23.99199	21.29	16.48861	14.6367
0.3387932	47.01006	38.6043	34.71203	31.44963	24.28073	21.48452
0.4490356	56.82433	46.52543	41.73932	37.57572	28.81176	24.48705
0.6050619	79.31709	64.9726	58.26395	52.83189	43.46884	41.88318
0.8148669	83.61051	70.24188	64.25797	59.28341	54.104	52.07782
1.099911	90.97724	78.24131	74.55745	70.24211	67.63136	67.85752
1.486992	92.98637	86.91999	86.33752	86.56469	87.35675	88.91844
1.998654	102.1051	104.6912	108.3201	111.7175	114.8774	119.3969
2.58112	97.79168	100.48	103.4547	108.9266	126.3163	139.1795
3.209803	90.27186	103.6272	104.6103	114.0084	151.4635	190.5674
