0.0837758	10.35971	8.478569	7.53929	6.648719	5.075082	4.35744
0.1273526	27.58701	23.18348	21.03391	18.79268	14.02985	12.2324
0.1908336	27.03112	22.65985	20.2862	18.2618	14.0443	12.03848
0.2592677	28.54758	23.88059	21.79064	19.42177	15.07214	13.35992
0.3387932	48.6765	40.26894	36.13737	31.84019	24.41445	22.5674
0.4490356	60.78599	50.73569	46.07717	41.70322	32.52288	28.75184
0.6050619	74.71587	59.87537	54.32663	48.97131	39.56836	37.77727
0.8148669	89.42874	73.7535	66.52792	61.41675	54.8181	53.00884
1.099911	95.17576	80.84837	74.65482	71.56748	69.48148	72.69633
1.486992	95.25018	86.67192	84.63705	86.40829	87.7868	89.26728
1.998654	102.4016	102.7174	105.1439	108.1065	113.1811	117.8702
2.58112	97.10965	96.5906	98.45167	98.27515	112.6549	123.9837
3.209803	84.93541	87.15076	92.36998	87.76025	123.9964	147.4787
