3.450984e+01	9.997954e-01	-7.245858e+00
3.381357e+01	9.997965e-01	-6.690797e+00
3.313095e+01	9.997975e-01	-6.075262e+00
3.246172e+01	9.997985e-01	-5.506881e+00
3.180561e+01	9.997995e-01	-4.988745e+00
3.116236e+01	9.998005e-01	-4.516879e+00
3.053173e+01	9.998015e-01	-4.086844e+00
2.991346e+01	9.998024e-01	-3.695919e+00
2.930731e+01	9.998034e-01	-3.341118e+00
2.871305e+01	9.998043e-01	-3.016541e+00
2.813044e+01	9.998052e-01	-2.683524e+00
2.755926e+01	9.998061e-01	-2.376477e+00
2.699928e+01	9.998070e-01	-2.104035e+00
2.645027e+01	9.998079e-01	-1.862683e+00
2.591203e+01	9.998087e-01	-1.648991e+00
2.538434e+01	9.998096e-01	-1.459986e+00
2.486700e+01	9.998104e-01	-1.293130e+00
2.435981e+01	9.998112e-01	-1.144243e+00
2.386255e+01	9.998121e-01	-1.006267e+00
2.337505e+01	9.998128e-01	-8.839149e-01
2.289711e+01	9.998136e-01	-7.798385e-01
2.242854e+01	9.998144e-01	-6.939681e-01
2.196916e+01	9.998152e-01	-6.265398e-01
2.151878e+01	9.998159e-01	-5.786337e-01
2.107724e+01	9.998167e-01	-5.528803e-01
2.064435e+01	9.998174e-01	-5.541665e-01
2.021996e+01	9.998181e-01	-5.894847e-01
1.980388e+01	9.998187e-01	-6.684658e-01
1.939596e+01	9.998194e-01	-8.045591e-01
1.899604e+01	9.998201e-01	-1.015570e+00
1.860396e+01	9.998207e-01	-1.334823e+00
1.821957e+01	9.998212e-01	-1.802030e+00
1.784272e+01	9.998218e-01	-2.435776e+00
1.747325e+01	9.998223e-01	-3.284503e+00
1.711103e+01	9.988882e-01	-4.379883e+00
1.675591e+01	9.985800e-01	-5.835433e+00
1.640776e+01	9.981850e-01	-7.702220e+00
1.606643e+01	9.976786e-01	-1.006794e+01
1.573180e+01	9.970360e-01	-1.300440e+01
1.540372e+01	9.962342e-01	-1.654595e+01
1.508208e+01	9.952376e-01	-2.075180e+01
1.476675e+01	9.940203e-01	-2.563546e+01
1.445759e+01	9.925290e-01	-3.115310e+01
1.415450e+01	9.907132e-01	-3.719370e+01
1.385736e+01	9.885343e-01	-4.356542e+01
1.356604e+01	9.859332e-01	-5.024660e+01
1.328043e+01	9.828408e-01	-5.809597e+01
1.300042e+01	9.791933e-01	-6.372418e+01
1.272590e+01	9.748998e-01	-6.790097e+01
1.245677e+01	9.699079e-01	-7.031608e+01
1.219291e+01	9.641188e-01	-7.058746e+01
1.193422e+01	9.574533e-01	-6.856245e+01
1.168061e+01	9.497894e-01	-6.437730e+01
1.143197e+01	9.410849e-01	-5.835165e+01
1.118821e+01	9.312301e-01	-5.098230e+01
1.094923e+01	9.201200e-01	-4.282276e+01
1.071493e+01	9.076500e-01	-3.445729e+01
1.048522e+01	8.937095e-01	-2.639714e+01
1.026002e+01	8.783112e-01	-1.900184e+01
1.003924e+01	8.612512e-01	-1.246634e+01
9.822783e+00	8.424757e-01	-6.930397e+00
9.610571e+00	8.218303e-01	-2.371685e+00
9.402521e+00	7.992935e-01	1.253036e+00
9.198550e+00	7.745793e-01	4.068361e+00
8.998579e+00	7.477598e-01	6.129915e+00
8.802528e+00	7.187158e-01	7.534697e+00
8.610322e+00	6.871975e-01	8.400401e+00
8.421885e+00	6.532832e-01	8.825560e+00
8.237142e+00	6.166363e-01	8.895162e+00
8.056022e+00	5.772191e-01	8.674427e+00
7.878453e+00	5.348974e-01	8.222296e+00
7.704366e+00	4.893247e-01	7.587118e+00
7.533692e+00	4.409945e-01	6.820145e+00
7.366365e+00	3.898763e-01	5.960446e+00
7.202319e+00	3.358030e-01	5.034042e+00
7.041489e+00	2.798193e-01	4.087174e+00
6.883813e+00	2.238708e-01	3.167228e+00
6.729228e+00	1.705815e-01	2.325298e+00
6.577675e+00	1.222930e-01	1.600434e+00
6.429094e+00	8.067822e-02	1.008583e+00
6.283425e+00	4.814800e-02	5.732598e-01
6.140613e+00	2.489842e-02	2.817026e-01
6.000601e+00	1.044274e-02	1.117822e-01
